"name","raw_label","business_type","subcategory","city","state","address","postcode","lat","lon","website_url","instagram_url","email","phone","cuisine_types","description","source","source_url","confidence","staging_status","notes"
"Masa Tanaka","Take A Chef Dallas roster","private_chef","private_chef","Dallas","TX","","","","","","","","","","Marketplace-listed private chef serving the Dallas market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/dallas","medium","normalized","Sourced from Take A Chef Dallas city page"
"Jerome Chefrome","Take A Chef Dallas roster","private_chef","private_chef","Dallas","TX","","","","","","","","","","Marketplace-listed private chef serving the Dallas market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/dallas","medium","normalized","Sourced from Take A Chef Dallas city page"
"Meika Johnson","Take A Chef Dallas roster","private_chef","private_chef","Dallas","TX","","","","","","","","","","Marketplace-listed private chef serving the Dallas market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/dallas","medium","normalized","Sourced from Take A Chef Dallas city page"
"Ashley Dulce","Take A Chef Dallas roster","private_chef","private_chef","Dallas","TX","","","","","","","","","","Marketplace-listed private chef serving the Dallas market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/dallas","medium","normalized","Sourced from Take A Chef Dallas city page"
"Furkan Khan Yavuz","Take A Chef Dallas roster","private_chef","private_chef","Dallas","TX","","","","","","","","","","Marketplace-listed private chef serving the Dallas market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/dallas","medium","normalized","Sourced from Take A Chef Dallas city page"
"Derricka Clayton","Take A Chef Dallas roster","private_chef","private_chef","Dallas","TX","","","","","","","","","","Marketplace-listed private chef serving the Dallas market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/dallas","medium","normalized","Sourced from Take A Chef Dallas city page"
"Sharon Payot","Take A Chef Dallas roster","private_chef","private_chef","Dallas","TX","","","","","","","","","","Marketplace-listed private chef serving the Dallas market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/dallas","medium","normalized","Sourced from Take A Chef Dallas city page"
"Timothy Loayza","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Lionel Chadwick","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Alexander Mack","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Bianca Conley","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Matthew Caspino","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Brandie Lamb","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Siska Siska","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Kelly Reilly","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Peggy Merkus Jenice","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Tyler Stewart","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Pierina Battifora","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Holly Vjestica","Take A Chef Nashville roster","private_chef","private_chef","Nashville","TN","","","","","","","","","","Marketplace-listed private chef serving the Nashville market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/nashville","medium","normalized","Sourced from Take A Chef Nashville city page"
"Jose Baranenko","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"David Taylor","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Jacques Jean-Kaalstad","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Cassandra Doxa","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Diego Garcia Martinez","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Terrance Fisher","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Chef Novo Novo","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Hakim Austin","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Angines Moreno","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Brett Best","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Andy Bates","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"Joy B","Take A Chef Orlando roster","private_chef","private_chef","Orlando","FL","","","","","","","","","","Marketplace-listed private chef serving the Orlando market","takeachef_city_page","https://www.takeachef.com/en-us/private-chef/orlando","medium","normalized","Sourced from Take A Chef Orlando city page"
"TACOMOTORA","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"CheSa's Gourmet Food Truck","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"Serna's Grill Food Truck","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"La Cocinita Chicago","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"All Belgium Waffles - Chicago","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"Kissed by Fire BBQ & Pizza","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"Taqueria Jarabe","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"Yummy Halal Food","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"Chicago Ice Cream Truck","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"Smokin' BBQ Kitchen","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"Gobble Doggs","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"Yum Dum Truck","Roaming Hunger Chicago roster","food_truck","food_truck","Chicago","IL","","","","","","","","","","Marketplace-listed mobile food operator serving the Chicago market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/chicago-il/","medium","normalized","Sourced from Roaming Hunger Chicago city page"
"Tacoman512","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Shishman Mediterranean Grill","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Jag's Chill & Grill BBQ","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Rosarito","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Meat Your Heart","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"ICE CREAM 2U","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Crepe Crazy","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"El Xolo Tacos","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Food Works Catering","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Urban Cowboy","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Wholly Cow Burgers","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Takavron","Roaming Hunger Austin roster","food_truck","food_truck","Austin","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Austin market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/austin-tx/","medium","normalized","Sourced from Roaming Hunger Austin city page"
"Chibby Wibbitz Sliderz n Bitez","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"Farm to Truck","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"The Spicy Kitchen Mexican Grill","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"TACOSTAO","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"Grill Rescue","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"Big Belly Brothers BBQ","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"Mile High City Sliders","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"Dos Gringos","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"RagBag Mobile","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"Original By Greeks","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"Repicci's Italian Ice & Gelato of Denver","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"The Mac Shack","Roaming Hunger Denver roster","food_truck","food_truck","Denver","CO","","","","","","","","","","Marketplace-listed mobile food operator serving the Denver market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/denver-co/","medium","normalized","Sourced from Roaming Hunger Denver city page"
"Mingo's Latin Kitchen","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"The Lunch Bag","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"Foreign Policy Food Truck","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"Los Tacos Hermanos","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"The Toasted","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"Whatcha Cravin?","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"MADMAX BBQ","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"Moooseum Ice Cream","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
