"name","raw_label","business_type","subcategory","city","state","address","postcode","lat","lon","website_url","instagram_url","email","phone","cuisine_types","description","source","source_url","confidence","staging_status","notes"
"Homies HTX","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"It's A Wrap!","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"Harbor's Cajun Station","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"A-Que Lister's","Roaming Hunger Houston roster","food_truck","food_truck","Houston","TX","","","","","","","","","","Marketplace-listed mobile food operator serving the Houston market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/houston-tx/","medium","normalized","Sourced from Roaming Hunger Houston city page"
"Nutritruck","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"Casablanca Fusion","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"Just 1 Taste of STL","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"The Melt Machine Gourmet Grilled Cheese","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"Kebablicious","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"Badass Burger Buggy","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"Wich Press Food Truck","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"Craving Donuts","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"Sweet Cheesus","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"The Chief's Cantina","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"Street Surfer","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
"Slammer Shop","Roaming Hunger Tampa roster","food_truck","food_truck","Tampa","FL","","","","","","","","","","Marketplace-listed mobile food operator serving the Tampa market","roaminghunger_city_page","https://roaminghunger.com/food-trucks/tampa-fl/","medium","normalized","Sourced from Roaming Hunger Tampa city page"
